
k,l,u,v,rho,cluster,frame
111,91,2571.38,1839.54,-3.44797,31,12
111,92,2580.67,1858.97,-4.38124,31,12
112,93,2593.48,1878.13,-4.07452,31,12
112,91,2592.62,1839.91,-4.07452,31,12
109,91,2528.54,1839.71,-4.07452,31,12
108,91,2506.68,1839.65,-3.44797,31,12
107,91,2485.66,1839.2,-4.38124,31,12
106,92,2474.24,1858.14,-3.44797,31,12
106,90,2474.49,1820.88,-3.44797,31,12
107,90,2496.39,1822.41,-4.07452,31,12
108,89,2506.5,1802.77,-3.44797,31,12
108,90,2517.33,1822.58,-4.38124,31,12
109,89,2528.82,1803.36,-4.07452,31,12
108,88,2517.43,1785.04,-4.38124,31,12
108,87,2506.55,1765.1,-3.44797,31,12
109,87,2528.86,1765.81,-4.07452,31,12
107,88,2496.56,1784.54,-4.07452,31,12
106,88,2474.36,1784.09,-3.44797,31,12
108,92,2517.54,1857.45,-4.38124,31,12
106,85,2464.05,1726.55,-4.07452,31,12
106,106,2472.48,2146.32,-3.45938,40,12
107,106,2494.81,2146.6,-4.08594,40,12
107,107,2483.47,2165.37,-4.39266,40,12
107,108,2494.77,2184.48,-4.08594,40,12
106,108,2472.46,2184.33,-3.45938,40,12
106,107,2462.48,2165.65,-4.08594,40,12
108,107,2504.98,2165.28,-3.45938,40,12
109,107,2527.15,2165.58,-4.08594,40,12
108,106,2515.46,2146.47,-4.39266,40,12
109,106,2537.44,2146.34,-3.45938,40,12
110,106,2559.3,2146.75,-4.08594,40,12
110,107,2547.46,2165.42,-4.39266,40,12
110,108,2559.22,2184.36,-4.08594,40,12
110,109,2547.31,2203.21,-4.39266,40,12
110,110,2559.18,2222.29,-4.08594,40,12
111,109,2569.56,2203.02,-3.45938,40,12
111,111,2570.37,2240.59,-3.45938,40,12
110,111,2548.5,2239.74,-4.39266,40,12
109,110,2537.81,2220.83,-3.45938,40,12
108,110,2515.63,2221.9,-4.39266,40,12
109,109,2527.14,2203.46,-4.08594,40,12
108,108,2515.5,2184.38,-4.39266,40,12
109,108,2537.46,2184.14,-3.45938,40,12
108,109,2504.92,2203.2,-3.45938,40,12
109,111,2527.67,2239.65,-4.08594,40,12
108,111,2505.25,2239.62,-3.45938,40,12
111,107,2569.72,2165.18,-3.45938,40,12
111,106,2578.57,2144.72,-4.39266,40,12
112,105,2591.29,2128.19,-4.08594,40,12
111,105,2570.01,2128.55,-3.45938,40,12
109,105,2526.78,2128.69,-4.08594,40,12
108,105,2504.92,2128.29,-3.45938,40,12
107,104,2494.4,2109.64,-4.08594,40,12
108,103,2505.11,2090.46,-3.45938,40,12
107,105,2484.82,2127.79,-4.39266,40,12
108,52,2521.2,1060.82,-4.29251,13,12
109,53,2532.26,1080.34,-3.98579,13,12
110,53,2554.7,1080.12,-4.29251,13,12
109,52,2542.36,1060.95,-3.35924,13,12
110,52,2564.51,1061.79,-3.98579,13,12
110,51,2551.86,1042.79,-4.29251,13,12
109,51,2531.74,1041.72,-3.98579,13,12
111,53,2574.66,1080.01,-3.35924,13,12
112,53,2596.4,1080.86,-3.98579,13,12
111,54,2585.16,1098.26,-4.29251,13,12
112,55,2596.54,1116.76,-3.98579,13,12
111,55,2574.68,1116.35,-3.35924,13,12
110,56,2564.46,1135.45,-3.98579,13,12
110,55,2553.53,1116.57,-4.29251,13,12
109,54,2542.72,1097.7,-3.35924,13,12
110,54,2564.57,1098.11,-3.98579,13,12
108,54,2522.66,1097.96,-4.29251,13,12
109,56,2542.65,1135.15,-3.35924,13,12
110,57,2553.4,1154.05,-4.29251,13,12
109,58,2542.62,1172.45,-3.35924,13,12
109,57,2532.81,1154.37,-3.98579,13,12
108,57,2511.01,1154.8,-3.35924,13,12
111,57,2574.72,1153.82,-3.35924,13,12
111,58,2585.17,1172.31,-4.29251,13,12
112,59,2596.85,1190.06,-3.98579,13,12
111,59,2574.97,1189.85,-3.35924,13,12
113,59,2617.24,1190.44,-4.29251,13,12
113,60,2628.82,1209.29,-3.98579,13,12
113,58,2628,1173.05,-3.98579,13,12
111,56,2585.11,1135.31,-4.29251,13,12
112,56,2606.83,1135.13,-3.35924,13,12
112,54,2606.79,1097.81,-3.35924,13,12
108,71,2508.51,1440.39,-3.39656,22,12
108,72,2519.43,1459.49,-4.32984,22,12
109,71,2530.48,1440.64,-4.02312,22,12
109,70,2540.7,1421.56,-3.39656,22,12
110,71,2551.09,1440.75,-4.32984,22,12
110,70,2562.42,1421.78,-4.02312,22,12
111,71,2572.93,1440.37,-3.39656,22,12
110,72,2562.59,1459.42,-4.02312,22,12
110,73,2551.11,1478.34,-4.32984,22,12
110,74,2562.58,1497.06,-4.02312,22,12
109,74,2540.58,1496.78,-3.39656,22,12
109,73,2530.5,1478.29,-4.02312,22,12
108,73,2508.57,1478.16,-3.39656,22,12
109,72,2540.62,1459.07,-3.39656,22,12
110,75,2551.5,1513.18,-4.32984,22,12
109,76,2540.87,1532.6,-3.39656,22,12
111,75,2572.93,1514.44,-3.39656,22,12
111,76,2583.79,1532.85,-4.32984,22,12
112,75,2593.89,1513.07,-4.02312,22,12
112,76,2605.46,1533.78,-3.39656,22,12
112,74,2604.7,1496.42,-3.39656,22,12
111,74,2582.76,1496.81,-4.32984,22,12
112,73,2594.58,1478.17,-4.02312,22,12
111,72,2582.74,1459.53,-4.32984,22,12
112,72,2604.93,1459.01,-3.39656,22,12
113,71,2613.86,1439.08,-4.32984,22,12
113,70,2626.46,1421.32,-4.02312,22,12
112,70,2605.11,1421.54,-3.39656,22,12
112,71,2594.55,1440.78,-4.02312,22,12
111,73,2572.91,1477.8,-3.39656,22,12
110,36,2566.29,738.302,-3.86698,4,12
110,37,2555.59,757.6,-4.1737,4,12
111,37,2576.67,757.152,-3.24043,4,12
111,38,2587.33,774.964,-4.1737,4,12
112,39,2598.38,793.505,-3.86698,4,12
111,39,2576.75,793.27,-3.24043,4,12
110,40,2566.86,812.275,-3.86698,4,12
110,39,2556.07,793.656,-4.1737,4,12
111,40,2587.3,811.912,-4.1737,4,12
112,41,2598.35,830.774,-3.86698,4,12
112,40,2608.61,811.9,-3.24043,4,12
113,40,2630.2,812.115,-3.86698,4,12
113,39,2618.68,793.484,-4.1737,4,12
114,39,2640.51,793.328,-3.24043,4,12
115,39,2661.27,792.977,-3.86698,4,12
114,40,2649.37,811.484,-4.1737,4,12
114,41,2640.36,830.364,-3.24043,4,12
113,41,2618.6,830.433,-4.1737,4,12
112,42,2608.59,848.937,-3.24043,4,12
113,42,2630.25,847.313,-3.86698,4,12
114,43,2640.44,866.549,-3.24043,4,12
113,43,2619.69,866.023,-4.1737,4,12
114,42,2649.18,849.697,-4.1737,4,12
111,42,2587.08,848.573,-4.1737,4,12
113,38,2630.22,775.352,-3.86698,4,12
112,38,2608.74,774.765,-3.24043,4,12
118,116,2755.58,2344.78,-3.49362,41,12
119,116,2777.78,2344.11,-4.12018,41,12
120,115,2787.83,2325.13,-3.49362,41,12
121,115,2809.81,2325.54,-4.12018,41,12
122,115,2832.4,2326.4,-4.4269,41,12
121,114,2820.11,2306.19,-3.49362,41,12
122,114,2842.07,2306.6,-4.12018,41,12
123,114,2864.6,2307.5,-4.4269,41,12
123,113,2852.52,2287.35,-3.49362,41,12
124,113,2874.4,2287.82,-4.12018,41,12
123,112,2864.45,2269.88,-4.4269,41,12
123,111,2852.46,2249.68,-3.49362,41,12
122,112,2842.17,2268.98,-4.12018,41,12
121,112,2820.09,2268.36,-3.49362,41,12
122,113,2831.5,2287.9,-4.4269,41,12
121,113,2809.82,2287.73,-4.12018,41,12
120,113,2787.84,2287.36,-3.49362,41,12
120,112,2800.06,2269.67,-4.4269,41,12
120,111,2787.87,2249.55,-3.49362,41,12
120,110,2799.59,2230.2,-4.4269,41,12
119,110,2776.96,2231.73,-4.12018,41,12
120,109,2787.32,2212.2,-3.49362,41,12
121,109,2809.38,2213.12,-4.12018,41,12
121,110,2819.98,2231.73,-3.49362,41,12
122,111,2832.53,2251.28,-4.4269,41,12
121,111,2810.01,2250.15,-4.12018,41,12
122,110,2841.98,2232.73,-4.12018,41,12
119,111,2768.42,2249.33,-4.4269,41,12
119,112,2777.96,2268.95,-4.12018,41,12
124,111,2874.27,2250.26,-4.12018,41,12
124,115,2874.3,2325.47,-4.12018,41,12
123,116,2864.54,2345.11,-4.4269,41,12
122,116,2842.09,2344.58,-4.12018,41,12
121,116,2820.15,2344.04,-3.49362,41,12
122,117,2833.15,2361.3,-4.4269,41,12
122,118,2843.01,2380.08,-4.12018,41,12
123,118,2865.88,2380.95,-4.4269,41,12
124,117,2874.68,2362.12,-4.12018,41,12
125,117,2896.4,2362.87,-4.4269,41,12
124,116,2884.74,2343.92,-3.49362,41,12
120,76,2803.14,1544.06,-4.27584,23,12
121,77,2812.95,1563.6,-3.96912,23,12
122,77,2835.14,1564.23,-4.27584,23,12
121,76,2822.69,1544.46,-3.34257,23,12
122,76,2844.67,1545.24,-3.96912,23,12
122,75,2833.85,1526.18,-4.27584,23,12
121,75,2812.14,1525.2,-3.96912,23,12
123,75,2854.78,1525.84,-3.34257,23,12
123,76,2866.5,1546.54,-4.27584,23,12
124,76,2887,1544.74,-3.34257,23,12
125,77,2898.68,1564.99,-4.27584,23,12
124,77,2876.63,1563.85,-3.96912,23,12
123,77,2854.86,1563.22,-3.34257,23,12
123,78,2866.33,1582.8,-4.27584,23,12
122,78,2844.73,1582.41,-3.96912,23,12
122,79,2834.86,1602.21,-4.27584,23,12
121,78,2822.84,1581.96,-3.34257,23,12
121,80,2822.96,1618.42,-3.34257,23,12
122,81,2834.67,1636.97,-4.27584,23,12
122,80,2844.64,1618.46,-3.96912,23,12
123,80,2866.95,1618.79,-4.27584,23,12
123,81,2854.88,1637.06,-3.34257,23,12
124,81,2876.71,1637.17,-3.96912,23,12
125,81,2898.39,1637.46,-4.27584,23,12
124,80,2887.06,1618.32,-3.34257,23,12
124,79,2876.67,1601.06,-3.96912,23,12
123,79,2854.85,1600.58,-3.34257,23,12
124,78,2886.98,1581.94,-3.34257,23,12
124,82,2887.13,1655.82,-3.34257,23,12
125,83,2899.55,1675.18,-4.27584,23,12
124,83,2877.31,1674.18,-3.96912,23,12
123,83,2855.04,1673.9,-3.34257,23,12
126,77,2919.08,1563.45,-3.34257,23,12
121,62,2824.6,1258.33,-3.28248,14,12
122,62,2846.25,1258.46,-3.90904,14,12
123,62,2868.25,1259.24,-4.21576,14,12
123,61,2856.36,1239.47,-3.28248,14,12
123,60,2867.55,1220,-4.21576,14,12
124,61,2877.89,1239.71,-3.90904,14,12
124,60,2888.37,1220.98,-3.28248,14,12
124,62,2888.21,1257.96,-3.28248,14,12
125,63,2899.91,1277.77,-4.21576,14,12
124,63,2877.95,1276.93,-3.90904,14,12
123,63,2856.26,1276.65,-3.28248,14,12
124,64,2888.31,1294.3,-3.28248,14,12
125,65,2899.96,1312.8,-4.21576,14,12
124,65,2877.97,1312.7,-3.90904,14,12
124,66,2888.51,1331.24,-3.28248,14,12
125,66,2910.04,1331.67,-3.90904,14,12
126,66,2931.35,1332.28,-4.21576,14,12
126,65,2919.96,1312.91,-3.28248,14,12
125,64,2909.75,1294.25,-3.90904,14,12
126,63,2920.06,1276.46,-3.28248,14,12
126,62,2930.4,1258.16,-4.21576,14,12
127,61,2941.23,1239.33,-3.90904,14,12
126,61,2920.17,1239.41,-3.28248,14,12
125,62,2909.8,1258.29,-3.90904,14,12
126,64,2930.11,1294.44,-4.21576,14,12
122,60,2846.32,1221.36,-3.90904,14,12
123,59,2856.57,1202.13,-3.28248,14,12
121,92,2821.55,1868.61,-3.39659,32,12
121,93,2811.38,1886.63,-4.02315,32,12
121,94,2821.33,1906.19,-3.39659,32,12
122,95,2833.37,1926.59,-4.32987,32,12
122,94,2843.03,1906.44,-4.02315,32,12
123,93,2853.79,1887.56,-3.39659,32,12
123,95,2853.63,1924.97,-3.39659,32,12
123,96,2865.54,1943.5,-4.32987,32,12
122,96,2843.32,1943.03,-4.02315,32,12
121,96,2821.38,1942.89,-3.39659,32,12
122,97,2833.74,1962.27,-4.32987,32,12
121,97,2811.36,1961.91,-4.02315,32,12
121,98,2821.35,1980.5,-3.39659,32,12
122,99,2833.55,1998.85,-4.32987,32,12
122,98,2843.35,1980.61,-4.02315,32,12
123,98,2865.51,1980.88,-4.32987,32,12
123,97,2853.64,1961.65,-3.39659,32,12
124,97,2875.44,1961.8,-4.02315,32,12
124,96,2885.75,1942.82,-3.39659,32,12
125,97,2896.66,1962.13,-4.32987,32,12
125,96,2906.91,1942.87,-4.02315,32,12
126,95,2917.4,1924.27,-3.39659,32,12
125,95,2896.99,1925.97,-4.32987,32,12
124,94,2885.87,1906.37,-3.39659,32,12
124,95,2875.29,1925.34,-4.02315,32,12
125,94,2907.43,1906.76,-4.02315,32,12
125,98,2906.72,1980.89,-4.02315,32,12
125,99,2896.51,2000.12,-4.32987,32,12
124,98,2885.75,1980.36,-3.39659,32,12
124,99,2875.49,1999.39,-4.02315,32,12
123,99,2853.58,1999.14,-3.39659,32,12
124,100,2886.07,2018.47,-3.39659,32,12
125,100,2907.81,2019.03,-4.02315,32,12
121,95,2811.07,1925.66,-4.02315,32,12
122,44,2847.78,898.398,-3.90737,5,12
123,43,2857.37,879.323,-3.28081,5,12
124,43,2879.15,880.134,-3.90737,5,12
124,44,2889.55,898.562,-3.28081,5,12
125,45,2901.05,918.254,-4.21409,5,12
124,45,2879.53,916.393,-3.90737,5,12
123,46,2869.82,936.978,-4.21409,5,12
123,45,2857.89,917.092,-3.28081,5,12
123,44,2868.81,897.436,-4.21409,5,12
123,47,2857.89,954.137,-3.28081,5,12
123,48,2869.55,973.673,-4.21409,5,12
124,47,2879.41,954.474,-3.90737,5,12
125,47,2901.33,955.278,-4.21409,5,12
124,46,2889.58,935.511,-3.28081,5,12
125,46,2911.09,936.049,-3.90737,5,12
126,45,2921.32,917.228,-3.28081,5,12
126,46,2932.28,936.713,-4.21409,5,12
127,45,2942.75,917.871,-3.90737,5,12
126,47,2921.32,954.075,-3.28081,5,12
125,48,2911.07,972.886,-3.90737,5,12
124,48,2889.55,972.569,-3.28081,5,12
125,49,2901.36,990.091,-4.21409,5,12
124,49,2879.37,989.918,-3.90737,5,12
123,49,2857.84,989.706,-3.28081,5,12
122,48,2848.11,973.321,-3.90737,5,12
124,50,2889.76,1008.28,-3.28081,5,12
133,99,3092.95,2009.27,-3.99588,33,12
133,100,3104.34,2028.42,-3.36933,33,12
134,99,3115.12,2008.15,-4.3026,33,12
134,100,3126.21,2027.69,-3.99588,33,12
134,101,3115.95,2046.82,-4.3026,33,12
134,102,3125.5,2065.05,-3.99588,33,12
135,102,3147.67,2065.67,-4.3026,33,12
135,101,3136.41,2046.19,-3.36933,33,12
136,101,3157.4,2046.31,-3.99588,33,12
137,101,3179.36,2047.1,-4.3026,33,12
136,100,3168.44,2028.62,-3.36933,33,12
135,100,3147.08,2029.66,-4.3026,33,12
135,99,3136.36,2009.75,-3.36933,33,12
134,98,3124.82,1990.78,-3.99588,33,12
135,98,3146.18,1992.32,-4.3026,33,12
136,99,3157.4,2010.42,-3.99588,33,12
136,102,3168.56,2065.01,-3.36933,33,12
137,103,3179.4,2084.26,-4.3026,33,12
136,103,3157.43,2083.73,-3.99588,33,12
136,104,3168.56,2102.5,-3.36933,33,12
137,105,3179.47,2121.45,-4.3026,33,12
136,105,3157.28,2120.95,-3.99588,33,12
136,106,3168.76,2138.68,-3.36933,33,12
135,105,3136.48,2121.21,-3.36933,33,12
134,104,3125.51,2102.32,-3.99588,33,12
135,104,3147.12,2102.84,-4.3026,33,12
135,103,3136.4,2083.75,-3.36933,33,12
133,104,3104.74,2102.87,-3.36933,33,12
137,104,3189.34,2102.33,-3.99588,33,12
138,103,3200.74,2083.76,-3.36933,33,12
137,102,3189.32,2065.05,-3.99588,33,12
138,104,3209.99,2103.03,-4.3026,33,12
133,118,3103.47,2390.3,-3.37154,42,12
134,119,3114.69,2409.49,-4.30482,42,12
134,118,3124.36,2390.12,-3.9981,42,12
135,119,3135.56,2408.96,-3.37154,42,12
135,120,3146.54,2428.45,-4.30482,42,12
134,120,3124.41,2427.8,-3.9981,42,12
135,121,3135.54,2446.57,-3.37154,42,12
136,121,3156.58,2446.61,-3.9981,42,12
136,120,3167.96,2427.81,-3.37154,42,12
137,121,3178.5,2447.21,-4.30482,42,12
137,120,3188.48,2427.74,-3.9981,42,12
138,119,3200.04,2408.93,-3.37154,42,12
137,118,3188.4,2390.28,-3.9981,42,12
138,117,3200.16,2371.58,-3.37154,42,12
138,118,3209.4,2389.79,-4.30482,42,12
137,119,3178.27,2409.73,-4.30482,42,12
136,118,3168.01,2390.25,-3.37154,42,12
136,117,3156.32,2371.48,-3.9981,42,12
136,119,3156.44,2408.98,-3.9981,42,12
138,121,3200,2446.3,-3.37154,42,12
137,122,3188.4,2463.96,-3.9981,42,12
137,123,3178.55,2482.72,-4.30482,42,12
137,124,3189.1,2502.21,-3.9981,42,12
138,123,3199.72,2481.79,-3.37154,42,12
138,122,3209.15,2465,-4.30482,42,12
136,123,3156.8,2482.43,-3.9981,42,12
136,122,3168.03,2464.39,-3.37154,42,12
133,120,3103.52,2428,-3.37154,42,12
134,66,3127.04,1343.16,-3.84347,15,12
135,67,3138.53,1362.38,-3.21692,15,12
135,68,3149.59,1382.24,-4.15019,15,12
134,68,3127.83,1381.22,-3.84347,15,12
135,69,3138.6,1399.67,-3.21692,15,12
136,69,3159.24,1399.6,-3.84347,15,12
137,69,3181.14,1400.62,-4.15019,15,12
136,68,3170.18,1380.94,-3.21692,15,12
136,67,3159.19,1362.81,-3.84347,15,12
135,66,3148.69,1342.57,-4.15019,15,12
136,66,3170.27,1343.89,-3.21692,15,12
137,67,3180.83,1363.54,-4.15019,15,12
137,68,3190.82,1381.14,-3.84347,15,12
138,69,3202.13,1399.64,-3.21692,15,12
138,68,3212.27,1382.05,-4.15019,15,12
138,70,3212.16,1416.98,-4.15019,15,12
136,70,3170.2,1417,-3.21692,15,12
137,71,3180.95,1435.51,-4.15019,15,12
136,71,3159.2,1435.21,-3.84347,15,12
135,71,3138.71,1435.65,-3.21692,15,12
134,70,3128.11,1417.22,-3.84347,15,12
137,72,3190.99,1453.6,-3.84347,15,12
138,72,3212.27,1454.08,-4.15019,15,12
134,82,3126.11,1666.66,-3.92333,24,12
135,83,3137.57,1685.76,-3.29677,24,12
135,84,3148.41,1705.43,-4.23005,24,12
135,85,3137.56,1721.94,-3.29677,24,12
135,86,3148.59,1740.66,-4.23005,24,12
135,87,3137.59,1759.31,-3.29677,24,12
136,87,3158.31,1758.88,-3.92333,24,12
136,88,3169.39,1777.63,-3.29677,24,12
137,87,3180.07,1759.13,-4.23005,24,12
136,86,3169.45,1740.49,-3.29677,24,12
136,85,3158.29,1721.61,-3.92333,24,12
137,85,3180.09,1722.03,-4.23005,24,12
136,84,3167.85,1703.72,-3.29677,24,12
137,84,3189.99,1704.25,-3.92333,24,12
138,84,3211.49,1704.91,-4.23005,24,12
139,84,3233.34,1703.98,-3.29677,24,12
139,85,3221.37,1721.5,-3.92333,24,12
139,86,3232.83,1740.39,-3.29677,24,12
139,87,3221.05,1759.06,-3.92333,24,12
139,88,3233.27,1778.14,-3.29677,24,12
138,88,3210.96,1778.1,-4.23005,24,12
139,89,3222.05,1796.98,-3.92333,24,12
138,89,3201.76,1796.43,-3.29677,24,12
137,88,3190.11,1777.37,-3.92333,24,12
138,87,3201.3,1758.97,-3.29677,24,12
137,86,3190.1,1740.29,-3.92333,24,12
138,85,3201.38,1721.87,-3.29677,24,12
138,86,3210.89,1740.4,-4.23005,24,12
137,89,3181.12,1795.31,-4.23005,24,12
135,82,3148.35,1666.97,-4.23005,24,12
136,82,3169.53,1666.9,-3.29677,24,12
136,51,3159.9,1040.54,-3.75716,6,12
137,51,3181.55,1041.1,-4.06388,6,12
138,51,3203.02,1040.63,-3.13061,6,12
137,52,3191.38,1058.77,-3.75716,6,12
137,53,3181.5,1078.08,-4.06388,6,12
136,53,3159.96,1077.18,-3.75716,6,12
136,54,3170.94,1094.72,-3.13061,6,12
137,55,3181.77,1112.98,-4.06388,6,12
137,54,3191.51,1094.42,-3.75716,6,12
138,54,3212.68,1094.64,-4.06388,6,12
139,54,3233.87,1094.55,-3.13061,6,12
139,55,3222.35,1112.67,-3.75716,6,12
139,56,3233.97,1131.64,-3.13061,6,12
138,56,3212.66,1129.46,-4.06388,6,12
139,57,3223.68,1149.3,-3.75716,6,12
138,57,3202.88,1149.75,-3.13061,6,12
137,56,3191.39,1131.01,-3.75716,6,12
138,55,3201.99,1111.74,-3.13061,6,12
139,53,3222.69,1077.15,-3.75716,6,12
139,52,3234.47,1059.03,-3.13061,6,12
138,53,3202.72,1077.23,-3.13061,6,12
145,124,3385.33,2511.63,-3.34333,43,12
146,125,3396.67,2531.47,-4.27661,43,12
146,124,3406.02,2511.85,-3.96989,43,12
147,124,3428.21,2511.59,-4.27661,43,12
147,125,3416.96,2530.47,-3.34333,43,12
147,126,3427.88,2550.37,-4.27661,43,12
148,125,3437.87,2530.56,-3.96989,43,12
148,124,3448.93,2511.72,-3.34333,43,12
149,124,3470.99,2512.52,-3.96989,43,12
150,123,3481.12,2493.25,-3.34333,43,12
149,123,3459.28,2494.45,-4.27661,43,12
148,122,3448.82,2474.44,-3.34333,43,12
147,122,3426.33,2475.27,-4.27661,43,12
148,123,3437.79,2493.4,-3.96989,43,12
147,123,3416.84,2492.95,-3.34333,43,12
146,122,3405.41,2473.85,-3.96989,43,12
146,123,3396.3,2492.72,-4.27661,43,12
149,122,3470.7,2475.81,-3.96989,43,12
150,125,3481.16,2530.58,-3.34333,43,12
148,126,3449.01,2549.23,-3.34333,43,12
148,127,3437.8,2566.66,-3.96989,43,12
148,128,3449.08,2585.68,-3.34333,43,12
149,128,3470.8,2585.9,-3.96989,43,12
149,127,3459.58,2566.7,-4.27661,43,12
149,129,3460.7,2603.78,-4.27661,43,12
148,129,3438.1,2603.39,-3.96989,43,12
147,128,3427.95,2584.79,-4.27661,43,12
147,127,3417.01,2566.89,-3.34333,43,12
149,130,3471.79,2623.32,-3.96989,43,12
150,130,3492.63,2624.18,-4.27661,43,12
150,128,3490.93,2585.89,-4.27661,43,12
157,56,3662.26,1134.93,-1.87028,17,11
158,56,3680.92,1134.82,-2.49684,17,11
159,57,3689.76,1150.99,-1.87028,17,11
158,57,3671.15,1150.41,-2.80355,17,11
159,55,3689.89,1118.8,-1.87028,17,11
158,55,3671.35,1119.37,-2.80355,17,11
157,40,3663.48,815.767,-1.92753,8,11
158,40,3682.17,815.81,-2.55409,8,11
158,41,3672.47,832.064,-2.86081,8,11
157,42,3663.21,848.391,-1.92753,8,11
158,42,3682.04,847.993,-2.55409,8,11
159,41,3691.15,831.909,-1.92753,8,11
159,42,3699.7,848.094,-2.86081,8,11
159,40,3699.75,815.826,-2.86081,8,11
156,99,3628.87,2006.17,-1.484,44,11
156,100,3637.24,2021.87,-2.41728,44,11
157,99,3646.55,2006.42,-2.11056,44,11
157,100,3655.05,2021.83,-1.484,44,11
158,99,3662.66,2006.83,-2.41728,44,11
156,86,3639.82,1737.02,-2.39346,35,11
157,85,3648.82,1721.47,-2.08674,35,11
157,86,3657.36,1737.1,-1.46018,35,11
158,85,3665.84,1721.71,-2.39346,35,11
158,84,3676.15,1706.34,-2.08674,35,11
157,84,3657.6,1707.06,-1.46018,35,11
156,70,3642.91,1420.44,-2.63245,26,11
157,71,3651.39,1436.62,-2.32574,26,11
157,72,3659.76,1452.43,-1.69918,26,11
158,71,3668.51,1436.65,-2.63245,26,11
158,70,3678.42,1420.81,-2.32574,26,11
157,70,3659.72,1420.91,-1.69918,26,11
159,71,3686.74,1437.52,-1.69918,26,11
146,72,3403.79,1461.57,-2.55888,25,11
147,72,3422.79,1460.68,-2.8656,25,11
147,73,3413.59,1477.46,-1.93233,25,11
146,74,3403.72,1493.62,-2.55888,25,11
147,74,3422.62,1493.02,-2.8656,25,11
148,73,3431.29,1477.51,-2.55888,25,11
146,73,3395.49,1477.64,-2.8656,25,11
148,71,3431.95,1444.96,-2.55888,25,11
146,58,3405.08,1175.04,-2.57074,16,11
147,57,3415.03,1158.52,-1.94418,16,11
147,58,3423.96,1174.76,-2.87746,16,11
148,58,3443.01,1175.01,-1.94418,16,11
148,57,3433.16,1158.46,-2.57074,16,11
148,59,3433.64,1189.5,-2.57074,16,11
146,59,3396.23,1190.08,-2.87746,16,11
146,41,3396.05,838.13,-2.94091,7,11
147,41,3415.32,838.026,-2.00764,7,11
148,41,3435.09,838.185,-2.63419,7,11
147,42,3424.76,854.616,-2.94091,7,11
146,42,3405.59,854.568,-2.63419,7,11
147,43,3415.32,870.08,-2.00764,7,11
146,44,3405.16,886.336,-2.63419,7,11
146,43,3397.65,870.347,-2.94091,7,11
148,43,3434.45,869.962,-2.63419,7,11
145,102,3383.04,2063.21,-1.71524,43,11
145,103,3373.62,2079.78,-2.34179,43,11
146,103,3391.68,2078.53,-2.64851,43,11
146,102,3400.45,2063.5,-2.34179,43,11
147,101,3410.07,2047.42,-1.71524,43,11
146,101,3391.82,2048.09,-2.64851,43,11
98,48,2288.36,978.416,-3.20161,3,11
99,48,2308.96,979.304,-3.50833,3,11
100,48,2328.8,978.403,-2.57505,3,11
101,49,2338.23,995.112,-3.50833,3,11
101,50,2348.7,1012.27,-3.20161,3,11
100,50,2328.65,1012.48,-2.57505,3,11
100,49,2319.17,994.892,-3.20161,3,11
99,49,2298.9,994.796,-2.57505,3,11
98,50,2289.07,1012.5,-3.20161,3,11
99,51,2299.01,1029.96,-2.57505,3,11
100,51,2319.21,1029.36,-3.20161,3,11
99,50,2308.87,1012.34,-3.50833,3,11
101,51,2338.67,1028.86,-3.50833,3,11
86,116,2009.02,2342.34,-3.11226,38,11
87,115,2019.1,2324.74,-2.4857,38,11
87,114,2029.04,2307.91,-3.41898,38,11
87,113,2019.05,2290.37,-2.4857,38,11
88,113,2038.11,2290.64,-3.11226,38,11
88,114,2048.47,2307.48,-2.4857,38,11
88,115,2038.09,2324.8,-3.11226,38,11
88,116,2049.05,2341.56,-2.4857,38,11
87,116,2028.63,2341.44,-3.41898,38,11
89,115,2057.69,2324.6,-3.41898,38,11
89,116,2067.91,2342.18,-3.11226,38,11
89,113,2057.72,2290.84,-3.41898,38,11
86,98,2008.38,1986.59,-3.13294,29,11
87,98,2028.64,1986.72,-3.43966,29,11
88,98,2048.27,1986.23,-2.50638,29,11
88,99,2037.74,2003.8,-3.13294,29,11
87,100,2026.64,2020.88,-3.43966,29,11
88,100,2047.99,2021.02,-2.50638,29,11
89,99,2057.4,2004.15,-3.43966,29,11
89,98,2066.57,1986.21,-3.13294,29,11
87,99,2018.46,2003.49,-2.50638,29,11
86,100,2008.68,2021.26,-3.13294,29,11
87,101,2018.08,2037.49,-2.50638,29,11
86,82,2007.71,1664.77,-3.17338,20,11
87,82,2028.1,1665.01,-3.4801,20,11
88,82,2048.18,1664.31,-2.54683,20,11
88,83,2037.53,1681.96,-3.17338,20,11
88,84,2047.98,1699.21,-2.54683,20,11
87,84,2028.23,1699.45,-3.4801,20,11
87,83,2018.14,1681.84,-2.54683,20,11
86,84,2007.99,1699.34,-3.17338,20,11
87,85,2018.03,1715.74,-2.54683,20,11
88,85,2037.61,1715.14,-3.17338,20,11
89,85,2058.48,1714.34,-3.4801,20,11
89,84,2066.26,1700.49,-3.17338,20,11
89,83,2057.19,1682.28,-3.4801,20,11
89,81,2058.68,1647.6,-3.4801,20,11
86,66,2007.44,1341.79,-3.29807,11,11
87,66,2028.05,1342.2,-3.60479,11,11
87,67,2017.9,1358.86,-2.67152,11,11
87,68,2027.87,1376.92,-3.60479,11,11
88,67,2037.37,1359.12,-3.29807,11,11
